accountVo,add_time,address,areaCode,areaName,bussinessHours,cityCode,cityName,clientIp,configVo,countyCode,countyName,createTime,departmentNumber,headStoreId,id,isHeadStore,latitude,latitudeGoogle,longitude,longitudeGoogle,mapTypeCode,merchantName,onlineStatus,operateWid,originStoreName,originStoreNumber,originStoreStatus,parentDepartmentId,password,pid,provinceCode,provinceName,quarantineStatus,roleList,sendMessageVo,siteId,sortNum,storeArea,storeDescription,storeIdList,storeImageUrl,storeLogoUrl,storeName,storeNameList,storeNumber,storeNumberList,storeStatus,storeTagIdList,storeTagVoList,storeTel,storeType
None,2020-04-28,山西省长治市屯留区建设南路半坡,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""6QS"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""6R5"",""val"":[3,4,5]}}",140400,长治市,None,None,140405,屯留区,1585324800000,None,None,2044221589,0,36.295631,None,112.885052,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,屯留县雅迪,None,D03550004,None,1,None,None,15234686611,1
None,2020-04-28,山西省长治市长子县丹朱镇慈林东街实验小学对面慈林小区旁边,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""5V4"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""5VH"",""val"":[3,4,5]}}",140400,长治市,None,None,140428,长子县,1585324800000,None,None,2044213589,0,36.111947,None,112.895263,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,长子县雅迪,None,D03550003,None,1,None,None,13934294335,1
None,2020-04-28,山西省长治市沁源县沁河镇工商局对面,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""563"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""56G"",""val"":[3,4,5]}}",140400,长治市,None,None,140431,沁源县,1585324800000,None,None,2044210589,0,36.494086,None,112.338954,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,沁源县雅迪,None,D03550006,None,1,None,None,15603556236,1
None,2020-04-28,山西省长治市沁县广场旁边雅迪电动车,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""4AF"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""4AS"",""val"":[3,4,5]}}",140400,长治市,None,None,140430,沁县,1585324800000,None,None,2044198589,0,36.195386,None,113.116255,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,沁县雅迪,None,D03550011,None,1,None,None,13934053899,1
None,2020-04-28,山西省长治市武乡县迎宾东街雅迪电动车,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""3L8"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""3LL"",""val"":[3,4,5]}}",140400,长治市,None,None,140429,武乡县,1585324800000,None,None,2044194589,0,36.834933,None,112.869173,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,武乡雅迪二店,None,D03550085,None,1,None,None,15303559277,1
None,2020-04-28,山西省长治市襄垣县襄垣县西街9号,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""2W0"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""2WD"",""val"":[3,4,5]}}",140400,长治市,None,None,140423,襄垣县,1585324800000,None,None,2044187589,0,36.535817,None,113.051491,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,襄垣县西街9号雅迪,None,D03550072,None,1,None,None,15333685999,1
None,2020-04-28,山西省长治市潞州区长钢金威超市对面,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""26V"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""278"",""val"":[3,4,5]}}",140400,长治市,None,None,140403,潞州区,1585324800000,None,None,2044179589,0,36.206224,None,113.115296,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,长钢雅迪,None,D03550001,None,1,None,None,13453517665,1
None,2020-04-28,山西省长治市黎城县桥北路雅迪店,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""1HP"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""1I2"",""val"":[3,4,5]}}",140400,长治市,None,None,140426,黎城县,1585324800000,None,None,2044162589,0,36.51082,None,113.390891,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,黎城县新店,None,D03550086,None,1,None,None,13100150577,1
None,2020-04-28,山西省长治市潞城区潞城市府东南路十字路口,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""0GH"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""0GU"",""val"":[3,4,5]}}",140400,长治市,None,None,140406,潞城区,1585324800000,None,None,2044155589,0,36.319253,None,113.229067,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,潞城雅迪二店,None,D03550074,None,1,None,None,13834797722,1
None,2020-04-28,广西壮族自治区柳州市融水苗族自治县朝阳西路商贸城2-4栋B面16-21号门面,None,None,"{""bussinessDay"":[1,2,3,4,5,6,7],""bussinessHours"":[""08:00-12:00""],""bTime"":{""name"":""周一至周日: 08:00-12:00"",""ids"":1,""wik"":[""周一"",""周二"",""周三"",""周四"",""周五"",""周六"",""周日""],""option"":[""08:00-12:00""],""$$hashKey"":""0F5"",""val"":[1,2,3,4,5,6,7]}}",450200,柳州市,None,None,450225,融水苗族自治县,1585324800000,None,None,2044140589,0,25.067044,None,109.249877,None,None,None,1,None,None,None,None,None,None,100000800589,450000,广西壮族自治区,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,朝阳西路商贸城雅迪店,None,D07720005,None,1,None,None,13788467077,1
None,2020-04-28,山西省长治市壶关县新建路中段雅迪电动车,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""1DR"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""1E4"",""val"":[3,4,5]}}",140400,长治市,None,None,140427,壶关县,1585324800000,None,None,2044116589,0,36.115696,None,113.209207,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,壶关县雅迪,None,D03550013,None,1,None,None,13934304142,1
None,2020-04-28,山西省长治市上党区振东西街与新建路十字路口西北角荣宾摩托车城,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""0CJ"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""0CW"",""val"":[3,4,5]}}",140400,长治市,None,None,140404,上党区,1585324800000,None,None,2044105589,0,36.049072,None,113.049596,None,None,None,1,None,None,None,None,None,None,100000800589,140000,山西省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,长治县振东西街雅迪,None,D03550065,None,1,None,None,13008072663,1
None,2020-04-28,江苏省无锡市锡山区安镇街道周圩巷雅迪科技集团有限公司(锡山大道),None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""24B"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""24O"",""val"":[3,4,5]}}",320200,无锡市,None,None,320205,锡山区,1585238400000,None,None,2043487589,0,31.579226,None,120.495632,None,None,None,1,None,None,None,None,None,None,100000800589,320000,江苏省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,张航,None,YD001002,None,2,None,None,15904038685,1
None,2020-04-28,浙江省杭州市余杭区闲林街道何母桥南区78号,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""name"":""周一、周二: 10:00-12:00、13:00-22:00"",""ids"":1,""wik"":[""周一"",""周二""],""option"":[""10:00-12:00"",""13:00-22:00""],""$$hashKey"":""2C4"",""val"":[1,2]}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""name"":""周三至周五: 10:00-12:00、13:00-14:00"",""ids"":2,""wik"":[""周三"",""周四"",""周五""],""option"":[""10:00-12:00"",""13:00-14:00""],""$$hashKey"":""2CH"",""val"":[3,4,5]}}",330100,杭州市,None,None,330110,余杭区,1585238400000,None,None,2043062589,0,30.25364,None,120.01728,None,None,None,1,None,None,None,None,None,None,100000800589,330000,浙江省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,高教路雅迪,None,D05710035,None,1,None,None,18758088196,1
None,2020-04-28,余杭区闲林街道闲富南路闲林新苑3幢36号,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""ids"":1,""name"":""周一、周二:10:00-12:00、13:00-22:00"",""option"":[""10:00-12:00"",""13:00-22:00""],""val"":[1,2],""wik"":[""周一"",""周二""],""$$hashKey"":""11P""}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""ids"":2,""name"":""周三至周五:10:00-12:00、13:00-14:00"",""option"":[""10:00-12:00"",""13:00-14:00""],""val"":[3,4,5],""wik"":[""周三"",""周四"",""周五""],""$$hashKey"":""11Q""}}",330100,杭州市,None,None,330110,余杭区,1585238400000,None,None,2043004589,0,30.221667,None,119.985579,None,None,None,1,None,None,None,None,None,None,100000800589,330000,浙江省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,闲林街道雅迪,None,D05710141,None,1,None,None,13735516127,1
None,2020-04-28,杭州下城区庆春路2号,None,None,"{""bussinessDay"":[1,2],""bussinessHours"":[""10:00-12:00"",""13:00-22:00""],""bTime"":{""ids"":1,""name"":""周一、周二:10:00-12:00、13:00-22:00"",""option"":[""10:00-12:00"",""13:00-22:00""],""val"":[1,2],""wik"":[""周一"",""周二""],""$$hashKey"":""1DG""}}&&{""bussinessDay"":[3,4,5],""bussinessHours"":[""10:00-12:00"",""13:00-14:00""],""bTime"":{""ids"":2,""name"":""周三至周五:10:00-12:00、13:00-14:00"",""option"":[""10:00-12:00"",""13:00-14:00""],""val"":[3,4,5],""wik"":[""周三"",""周四"",""周五""],""$$hashKey"":""1DH""}}",330100,杭州市,None,None,330103,下城区,1585238400000,None,None,2043003589,0,30.258129,None,120.187059,None,None,None,1,None,None,None,None,None,None,100000800589,330000,浙江省,0,None,None,None,0,None,None,None,None,https://image-c.weimobwmc.com/saas-wxbiz/0964ad5c428c4b46a578aae2c49801dc.png,庆春路雅迪,None,D05710022,None,1,None,None,13588762442,1
